,Z1_ActualPosition,X1_OutputCurrent,M1_sequence_number,S1_ActualPosition,Y1_OutputCurrent,S1_OutputCurrent,M1_CURRENT_FEEDRATE,X1_DCBusVoltage,X1_OutputVoltage,clamp_pressure,Y1_DCBusVoltage,Y1_OutputVoltage
17766,39.6,326.0,52.0,-870.0,324.0,321.0,50.0,0.0623,7.16,3.0,0.0367,2.53
6714,119.0,328.0,0.0,-1220.0,326.0,328.0,20.0,0.0203,0.308,4.0,0.0205,0.708
12134,28.5,327.0,87.0,-1590.0,325.0,323.0,3.0,0.0783,9.78,3.0,0.0586,5.76
23373,28.7,327.0,83.0,-1660.0,325.0,320.0,3.0,0.063,3.71,2.5,0.0782,10.6
13786,28.5,327.0,63.0,250.0,326.0,318.0,3.0,0.107,6.52,3.0,0.134,11.2
4670,29.5,326.0,20.0,-179.0,325.0,318.0,6.0,0.0892,6.3,2.5,0.104,13.4
13706,28.5,327.0,87.0,-1830.0,326.0,323.0,3.0,0.0663,10.0,3.0,0.0379,1.92
24288,27.7,327.0,107.0,211.0,326.0,319.0,3.0,0.104,8.63,2.5,0.0861,5.92
24649,55.7,330.0,0.0,-1720.0,328.0,330.0,50.0,0.0642,2.98,2.5,0.0295,0.947
24134,29.7,327.0,42.0,-1060.0,325.0,318.0,3.0,0.0678,1.72,2.5,0.117,10.7
13969,55.5,329.0,0.0,-2070.0,328.0,329.0,50.0,0.0409,6.29,3.0,0.0295,3.03
23128,27.7,327.0,124.0,1880.0,326.0,324.0,3.0,0.0394,6.49,2.5,0.0889,8.43
16957,27.7,327.0,107.0,-149.0,326.0,322.0,3.0,0.0608,6.74,3.0,0.161,12.4
24312,28.7,327.0,59.0,104.0,326.0,323.0,3.0,0.0606,7.65,2.5,0.0899,11.3
19868,30.0,327.0,48.0,-444.0,326.0,322.0,50.0,0.0412,6.99,3.0,0.0222,1.7
13207,27.5,327.0,124.0,1500.0,325.0,322.0,3.0,0.0469,4.5,3.0,0.0694,10.0
22683,28.5,327.0,85.0,564.0,325.0,318.0,3.0,0.0963,9.82,2.5,0.136,7.2
8751,28.7,324.0,65.0,1600.0,323.0,322.0,12.0,0.0953,21.1,4.0,0.0888,6.35
17948,28.7,327.0,82.0,1990.0,326.0,318.0,3.0,0.0836,7.28,3.0,0.0623,7.75
22012,29.5,327.0,30.0,-22.3,326.0,324.0,3.0,0.0653,6.68,2.5,0.0788,6.94
17201,27.7,327.0,123.0,1340.0,326.0,323.0,3.0,0.0593,4.82,3.0,0.075,13.2
17792,28.7,327.0,70.0,886.0,326.0,320.0,3.0,0.0998,10.8,3.0,0.0235,1.33
6455,28.7,324.0,80.0,-2110.0,323.0,319.0,6.0,0.147,3.49,4.0,0.0804,4.64
3878,29.5,326.0,26.0,972.0,325.0,317.0,6.0,0.0632,3.13,3.0,0.107,14.7
421,28.5,326.0,2.0,1720.0,325.0,320.0,6.0,0.0804,14.2,4.0,0.0618,6.06
9171,119.0,327.0,0.0,383.0,326.0,327.0,50.0,0.0203,2.58,4.0,0.0205,1.03
18778,29.7,327.0,40.0,-1750.0,325.0,321.0,3.0,0.0878,9.74,3.0,0.0865,6.96
8739,29.7,324.0,46.0,1210.0,323.0,321.0,12.0,0.105,22.7,4.0,0.0233,1.66
403,28.5,326.0,2.0,1620.0,325.0,318.0,6.0,0.102,12.1,4.0,0.024,0.763
9552,119.0,327.0,0.0,383.0,326.0,327.0,50.0,0.0361,2.93,4.0,0.0159,2.06
734,27.5,326.0,97.0,-904.0,324.0,322.0,6.0,0.11,15.5,4.0,0.0224,1.84
3911,55.5,330.0,0.0,1550.0,328.0,329.0,50.0,0.0667,4.11,3.0,0.0366,1.04
18331,29.7,327.0,26.0,1230.0,325.0,323.0,3.0,0.0512,5.8,3.0,0.0936,7.19
8727,27.7,324.0,114.0,-1460.0,323.0,321.0,12.0,0.13,22.5,4.0,0.0339,3.63
7060,119.0,328.0,0.0,-1220.0,326.0,328.0,20.0,0.0348,2.4,4.0,0.0191,1.66
19361,28.7,327.0,87.0,1400.0,325.0,324.0,6.0,0.0447,5.85,3.0,0.0747,12.6
5824,29.7,325.0,35.0,53.3,324.0,316.0,6.0,0.106,14.8,4.0,0.067,3.27
6592,29.7,325.0,15.0,-1190.0,323.0,315.0,20.0,0.0666,4.71,4.0,0.121,6.99
14946,28.7,327.0,86.0,428.0,326.0,323.0,3.0,0.0776,11.7,4.0,0.0449,4.72
9571,27.7,324.0,121.0,-1330.0,323.0,317.0,12.0,0.111,21.5,4.0,0.131,13.4
13139,29.5,327.0,22.0,911.0,325.0,322.0,3.0,0.0607,8.09,3.0,0.0792,9.86
23363,85.3,328.0,7.0,455.0,326.0,329.0,50.0,0.112,29.3,2.5,0.152,49.0
23536,29.7,327.0,2.0,1870.0,326.0,324.0,3.0,0.106,11.2,2.5,0.0269,2.38
17344,27.7,327.0,114.0,491.0,325.0,319.0,3.0,0.0644,5.47,3.0,0.112,10.5
9530,119.0,328.0,0.0,383.0,326.0,327.0,50.0,0.0193,0.572,4.0,0.0279,2.55
18455,28.7,327.0,60.0,-240.0,326.0,319.0,3.0,0.0994,10.3,3.0,0.078,5.0
18258,28.7,327.0,84.0,-2130.0,326.0,322.0,3.0,0.0493,2.83,3.0,0.165,13.6
11406,27.5,327.0,120.0,-1010.0,325.0,318.0,3.0,0.0894,8.36,4.0,0.134,11.5
15465,27.7,327.0,105.0,1700.0,325.0,324.0,3.0,0.0672,8.22,4.0,0.0685,7.94
4693,119.0,329.0,0.0,339.0,328.0,329.0,50.0,0.0215,1.49,2.5,0.0146,1.03
15511,28.7,327.0,2.0,-425.0,326.0,319.0,3.0,0.0983,7.54,4.0,0.0759,6.21
7441,119.0,327.0,2.0,306.0,326.0,328.0,20.0,0.0194,1.42,4.0,0.0198,1.57
2826,27.5,327.0,103.0,147.0,325.0,319.0,6.0,0.0388,3.19,3.0,0.152,15.5
22533,29.5,328.0,28.0,-417.0,326.0,324.0,3.0,0.0458,2.96,2.5,0.0725,6.42
8016,29.7,323.0,19.0,-1960.0,322.0,318.0,15.0,0.128,25.6,4.0,0.0576,7.05
9056,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0587,1.92,4.0,0.0188,0.591
16922,37.0,327.0,95.0,-1460.0,326.0,320.0,3.0,0.0363,2.57,3.0,0.0232,3.72
25061,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0266,1.98,2.5,0.0169,0.798
17677,29.7,327.0,37.0,-2000.0,326.0,322.0,3.0,0.052,4.65,3.0,0.0791,12.0
19833,27.7,326.0,112.0,-1860.0,325.0,320.0,6.0,0.0898,13.3,3.0,0.131,10.1
12644,29.5,327.0,37.0,-2010.0,325.0,323.0,3.0,0.0929,9.66,3.0,0.141,11.8
461,28.5,326.0,63.0,1930.0,325.0,322.0,6.0,0.0836,14.3,4.0,0.0815,5.61
8255,66.8,327.0,7.0,-2050.0,325.0,327.0,50.0,0.0933,30.7,4.0,0.189,47.2
7824,47.5,324.0,54.0,-1280.0,323.0,319.0,50.0,0.0228,4.13,4.0,0.019,0.787
24106,29.7,327.0,37.0,-1740.0,326.0,324.0,3.0,0.0831,8.82,2.5,0.113,9.08
592,28.5,326.0,79.0,-1660.0,324.0,317.0,6.0,0.0667,1.72,4.0,0.144,15.6
1246,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
23410,29.7,327.0,35.0,-1920.0,326.0,320.0,3.0,0.103,9.31,2.5,0.113,8.28
21290,55.5,330.0,0.0,394.0,329.0,330.0,50.0,0.066,6.44,2.5,0.0295,0.726
6402,54.4,325.0,131.0,768.0,324.0,317.0,50.0,0.0638,4.64,4.0,0.16,7.13
3360,119.0,330.0,0.0,339.0,328.0,329.0,6.0,0.0239,1.81,3.0,0.0226,2.54
15296,29.7,326.0,30.0,-376.0,325.0,321.0,3.0,0.0874,10.3,4.0,0.0797,7.38
24531,29.7,327.0,37.0,-1580.0,325.0,324.0,3.0,0.0403,3.92,2.5,0.0902,10.0
24329,29.7,327.0,18.0,812.0,326.0,322.0,3.0,0.0602,7.74,2.5,0.0811,6.17
15043,29.7,326.0,30.0,-318.0,325.0,323.0,3.0,0.0682,5.58,4.0,0.0846,9.91
5448,27.7,325.0,106.0,-1030.0,324.0,320.0,6.0,0.0989,14.2,4.0,0.0998,6.27
17681,34.8,327.0,2.0,-731.0,326.0,320.0,3.0,0.0324,1.12,3.0,0.0176,1.75
17354,27.7,327.0,112.0,225.0,326.0,321.0,3.0,0.0814,10.0,3.0,0.0209,1.42
24721,28.7,327.0,79.0,2140.0,326.0,324.0,3.0,0.0907,9.48,2.5,0.0632,6.45
24537,27.7,327.0,98.0,-717.0,326.0,323.0,3.0,0.0998,8.75,2.5,0.127,9.1
8773,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0544,2.09,4.0,0.0223,1.22
8136,29.7,324.0,27.0,-1790.0,322.0,317.0,15.0,0.0439,3.72,4.0,0.084,25.5
13800,27.5,327.0,108.0,-12.9,325.0,322.0,3.0,0.0501,2.04,3.0,0.136,12.4
8963,119.0,328.0,0.0,383.0,326.0,327.0,50.0,0.0209,1.64,4.0,0.0171,0.546
19373,28.7,327.0,84.0,1080.0,325.0,324.0,6.0,0.045,4.4,3.0,0.0936,12.5
11081,27.5,327.0,100.0,1270.0,326.0,324.0,3.0,0.0557,5.53,4.0,0.1,10.2
10180,29.5,327.0,25.0,-897.0,326.0,318.0,3.0,0.0685,7.78,4.0,0.149,12.9
14923,29.7,327.0,19.0,-1730.0,325.0,324.0,3.0,0.099,9.5,4.0,0.121,14.4
24000,28.7,327.0,64.0,824.0,326.0,323.0,3.0,0.0676,9.43,2.5,0.0799,7.62
18217,119.0,329.0,0.0,42.0,328.0,329.0,50.0,0.0194,0.896,3.0,0.0155,2.26
10159,29.5,327.0,22.0,-1330.0,326.0,323.0,3.0,0.044,5.69,4.0,0.0683,10.4
9487,27.7,324.0,126.0,-1180.0,322.0,315.0,12.0,0.0782,11.8,4.0,0.107,25.9
9570,27.7,324.0,121.0,-1330.0,323.0,316.0,12.0,0.123,18.0,4.0,0.124,16.4
22015,29.5,327.0,30.0,-6.3,326.0,323.0,3.0,0.101,9.92,2.5,0.134,11.7
17317,29.7,327.0,34.0,1930.0,325.0,321.0,3.0,0.0801,10.5,3.0,0.135,10.5
16180,27.7,327.0,2.0,-580.0,325.0,324.0,3.0,0.0475,2.57,4.0,0.0902,9.22
24981,27.7,327.0,128.0,2140.0,326.0,320.0,3.0,0.0645,10.9,2.5,0.0409,4.04
6420,29.7,325.0,26.0,-384.0,324.0,315.0,6.0,0.068,3.57,4.0,0.147,15.8
21720,27.5,327.0,110.0,-1710.0,326.0,318.0,3.0,0.0914,6.82,2.5,0.102,10.3
15208,28.7,327.0,61.0,2140.0,325.0,317.0,3.0,0.081,7.28,4.0,0.105,9.13
7177,55.7,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0527,2.34,4.0,0.0196,1.2
9193,28.7,324.0,79.0,1950.0,323.0,321.0,12.0,0.04,1.82,4.0,0.0911,21.3
22386,34.3,328.0,54.0,1810.0,326.0,324.0,3.0,0.0201,1.14,2.5,0.0139,2.3
2169,29.5,325.0,0.0,269.0,323.0,318.0,50.0,0.161,22.8,4.0,0.139,26.7
24109,29.7,327.0,37.0,-1730.0,325.0,318.0,3.0,0.0879,8.05,2.5,0.1,7.69
22729,27.5,327.0,102.0,1790.0,326.0,319.0,3.0,0.0857,8.03,2.5,0.109,8.56
520,28.5,326.0,70.0,-2050.0,325.0,321.0,6.0,0.0826,12.1,4.0,0.0208,1.74
21904,53.5,324.0,94.0,1020.0,324.0,318.0,50.0,0.164,63.0,2.5,0.152,36.6
24112,55.7,330.0,0.0,-1720.0,328.0,330.0,50.0,0.0577,1.25,2.5,0.0307,0.894
23328,29.7,327.0,18.0,748.0,326.0,322.0,3.0,0.0862,4.99,2.5,0.109,9.16
15467,27.7,327.0,105.0,1710.0,325.0,324.0,3.0,0.0647,9.51,4.0,0.0678,7.9
1503,119.0,328.0,0.0,-1160.0,332.0,332.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
4067,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0235,2.43,3.0,0.016,2.16
16964,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0649,2.58,3.0,0.0347,0.892
24887,28.7,327.0,63.0,482.0,326.0,321.0,3.0,0.0526,3.44,2.5,0.0716,9.43
5338,28.7,325.0,70.0,1710.0,324.0,315.0,6.0,0.0956,13.9,4.0,0.0263,1.61
24688,29.7,327.0,39.0,-1390.0,326.0,322.0,3.0,0.0574,9.61,2.5,0.0748,8.76
16953,27.7,327.0,106.0,-170.0,326.0,321.0,3.0,0.072,7.11,3.0,0.0935,9.01
19182,27.7,326.0,96.0,1630.0,325.0,320.0,6.0,0.0939,13.9,3.0,0.0196,1.71
18269,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0514,5.42,3.0,0.0289,3.97
17968,29.7,327.0,39.0,-1950.0,326.0,321.0,3.0,0.0643,8.33,3.0,0.0711,8.96
9941,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
21717,27.5,327.0,110.0,-1730.0,326.0,317.0,3.0,0.0783,3.2,2.5,0.111,10.7
16325,27.7,327.0,125.0,-591.0,326.0,320.0,3.0,0.0651,4.24,4.0,0.114,9.88
22587,28.5,327.0,76.0,-439.0,326.0,320.0,3.0,0.0728,8.64,2.5,0.0843,6.93
20046,27.7,326.0,116.0,-1750.0,325.0,324.0,6.0,0.0907,12.0,3.0,0.0992,11.5
5610,119.0,327.0,0.0,-978.0,326.0,327.0,50.0,0.0184,1.58,4.0,0.0249,0.832
13679,29.5,327.0,40.0,-1660.0,326.0,320.0,3.0,0.0604,7.43,3.0,0.0823,5.75
16119,28.7,327.0,61.0,1960.0,326.0,316.0,3.0,0.0941,10.5,4.0,0.0762,3.94
21787,29.5,327.0,25.0,-631.0,326.0,324.0,3.0,0.0645,6.94,2.5,0.0432,6.07
15215,28.7,327.0,61.0,-2120.0,325.0,317.0,3.0,0.0902,3.78,4.0,0.0923,9.34
22116,27.5,327.0,2.0,1950.0,326.0,322.0,3.0,0.0463,0.798,2.5,0.0541,8.68
7802,27.7,324.0,103.0,-257.0,323.0,321.0,15.0,0.0337,2.58,4.0,0.0925,25.9
17158,29.7,327.0,34.0,1880.0,326.0,321.0,3.0,0.0746,10.0,3.0,0.0251,2.1
6010,28.7,325.0,63.0,1320.0,324.0,316.0,6.0,0.0794,13.9,4.0,0.106,4.93
11712,28.5,327.0,81.0,-181.0,325.0,319.0,3.0,0.0781,8.74,4.0,0.087,6.23
13472,28.5,327.0,65.0,347.0,325.0,324.0,3.0,0.0487,7.38,3.0,0.09,4.68
11567,119.0,330.0,0.0,-1960.0,328.0,330.0,50.0,0.017,1.31,4.0,0.0171,0.558
17216,29.7,327.0,21.0,630.0,326.0,323.0,3.0,0.0762,9.88,3.0,0.0539,7.81
114,29.5,325.0,23.0,78.1,324.0,321.0,6.0,0.106,15.1,4.0,0.0815,6.54
14780,27.7,327.0,2.0,-954.0,326.0,317.0,3.0,0.0914,9.85,4.0,0.0876,4.9
20604,119.0,330.0,0.0,-927.0,328.0,330.0,50.0,0.0281,0.527,3.0,0.0219,0.166
1038,27.5,326.0,128.0,718.0,324.0,321.0,6.0,0.107,12.5,4.0,0.142,13.9
18722,28.7,327.0,79.0,1720.0,326.0,320.0,3.0,0.0869,10.3,3.0,0.106,3.63
24954,29.7,327.0,42.0,-1100.0,325.0,319.0,3.0,0.0617,3.19,2.5,0.0883,11.2
5403,119.0,328.0,0.0,-978.0,327.0,328.0,50.0,0.0201,0.7,4.0,0.0191,0.49
12458,27.5,327.0,128.0,1860.0,325.0,323.0,3.0,0.0509,11.1,3.0,0.0363,4.55
8879,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0525,5.52,4.0,0.0215,0.824
1321,28.5,325.0,64.0,1010.0,324.0,316.0,20.0,0.149,30.9,4.0,0.139,17.2
1044,27.5,326.0,2.0,750.0,324.0,320.0,6.0,0.0463,5.5,4.0,0.097,15.4
21744,29.5,327.0,45.0,1290.0,326.0,324.0,3.0,0.085,11.1,2.5,0.0392,3.57
18423,55.7,330.0,0.0,2150.0,329.0,329.0,50.0,0.0495,6.82,3.0,0.0297,2.11
17969,29.7,327.0,39.0,-1950.0,326.0,322.0,3.0,0.105,8.97,3.0,0.145,10.9
10628,27.5,327.0,118.0,-1130.0,325.0,324.0,3.0,0.0835,3.58,4.0,0.0834,11.7
2655,85.9,328.0,2.0,220.0,326.0,328.0,50.0,0.13,29.4,4.0,0.198,48.9
18128,27.7,327.0,128.0,1710.0,326.0,324.0,3.0,0.0999,7.7,3.0,0.043,3.68
16030,119.0,330.0,0.0,-2060.0,329.0,330.0,50.0,0.025,0.589,4.0,0.0162,2.25
6357,27.7,325.0,112.0,-784.0,324.0,322.0,6.0,0.0899,14.3,4.0,0.0168,1.3
780,27.5,325.0,102.0,-659.0,324.0,321.0,6.0,0.0918,13.4,4.0,0.0437,8.08
15409,28.7,326.0,81.0,-164.0,325.0,318.0,3.0,0.11,11.1,4.0,0.0898,5.16
1497,119.0,325.0,0.0,905.0,326.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
2102,29.5,326.0,36.0,575.0,324.0,319.0,20.0,0.098,9.82,4.0,0.182,32.9
3986,55.5,330.0,0.0,1550.0,328.0,329.0,50.0,0.0498,8.56,3.0,0.0245,3.04
21214,29.5,327.0,47.0,1590.0,326.0,323.0,3.0,0.0737,3.72,2.5,0.12,11.1
2684,119.0,325.0,0.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
13939,35.8,327.0,54.0,-659.0,326.0,323.0,3.0,0.0175,3.09,3.0,0.0162,3.18
9485,27.7,324.0,125.0,-1190.0,323.0,316.0,12.0,0.0609,3.06,4.0,0.126,22.2
17719,27.7,327.0,120.0,998.0,326.0,324.0,3.0,0.0713,6.75,3.0,0.0725,8.72
15423,27.7,327.0,105.0,1800.0,325.0,323.0,3.0,0.0702,10.0,4.0,0.0875,6.43
5938,29.7,325.0,37.0,128.0,324.0,318.0,6.0,0.0646,2.41,4.0,0.0835,12.5
21265,27.5,327.0,112.0,-1440.0,326.0,322.0,3.0,0.103,9.74,2.5,0.0205,1.91
3901,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0196,0.743,3.0,0.0157,0.528
24720,28.7,327.0,79.0,2140.0,326.0,324.0,3.0,0.0914,10.8,2.5,0.112,8.12
24548,29.7,327.0,46.0,-521.0,325.0,324.0,3.0,0.0648,7.65,2.5,0.136,11.4
2857,28.5,327.0,89.0,-398.0,325.0,317.0,6.0,0.0684,1.62,3.0,0.0649,12.9
12320,27.5,327.0,102.0,-729.0,325.0,320.0,3.0,0.0888,9.52,3.0,0.0758,4.56
19446,119.0,329.0,0.0,2150.0,328.0,330.0,50.0,0.0188,0.327,3.0,0.0247,0.915
14114,28.5,327.0,85.0,-1970.0,325.0,323.0,3.0,0.0522,4.81,3.0,0.0947,7.94
11049,29.5,327.0,40.0,484.0,325.0,322.0,3.0,0.07,11.1,4.0,0.0822,8.07
6738,28.7,325.0,86.0,-70.4,324.0,317.0,20.0,0.15,32.8,4.0,0.0227,2.4
23348,27.7,327.0,114.0,899.0,326.0,319.0,3.0,0.0668,3.24,2.5,0.0819,8.07
13140,29.5,327.0,22.0,917.0,325.0,321.0,3.0,0.0778,5.3,3.0,0.0672,7.99
12685,27.5,327.0,97.0,-1030.0,325.0,316.0,3.0,0.0731,5.03,3.0,0.131,11.8
11589,29.5,327.0,28.0,-647.0,325.0,318.0,3.0,0.0714,2.43,4.0,0.102,11.0
14637,90.9,329.0,7.0,-2060.0,327.0,329.0,50.0,0.135,28.3,4.0,0.185,49.8
2957,27.5,327.0,122.0,1050.0,325.0,323.0,6.0,0.102,13.6,3.0,0.076,5.47
10761,29.5,327.0,2.0,906.0,325.0,323.0,3.0,0.0541,1.11,4.0,0.14,11.3
6639,28.7,325.0,68.0,-359.0,323.0,320.0,20.0,0.0507,0.552,4.0,0.137,32.4
22421,28.5,327.0,71.0,-684.0,326.0,323.0,3.0,0.0903,8.53,2.5,0.132,10.3
10913,55.5,330.0,0.0,136.0,328.0,330.0,50.0,0.0434,7.39,4.0,0.0315,2.79
12160,119.0,329.0,0.0,136.0,328.0,329.0,50.0,0.0286,1.93,3.0,0.0207,2.1
7429,119.0,328.0,0.0,306.0,326.0,327.0,20.0,0.0228,2.6,4.0,0.0176,0.683
22074,28.5,327.0,81.0,52.2,326.0,322.0,3.0,0.0842,9.16,2.5,0.0839,7.69
12595,28.5,327.0,59.0,-216.0,326.0,319.0,3.0,0.126,8.9,3.0,0.0782,8.35
24727,27.7,327.0,117.0,1110.0,326.0,324.0,3.0,0.099,10.8,2.5,0.0523,6.22
14664,119.0,330.0,0.0,-2060.0,329.0,330.0,50.0,0.0317,3.49,4.0,0.0169,3.02
1517,119.0,329.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8118,28.7,324.0,78.0,-748.0,323.0,321.0,15.0,0.0831,11.8,4.0,0.0824,22.5
1614,28.5,325.0,83.0,1320.0,323.0,322.0,20.0,0.029,3.55,4.0,0.161,34.8
12162,27.5,326.0,102.0,-686.0,325.0,319.0,3.0,0.0803,9.58,3.0,0.131,8.39
21538,28.5,327.0,87.0,863.0,326.0,321.0,3.0,0.0769,9.93,2.5,0.0451,6.01
13133,28.9,327.0,54.0,-537.0,326.0,318.0,3.0,0.0263,2.08,3.0,0.0166,0.796
11209,27.5,327.0,117.0,-1270.0,326.0,323.0,3.0,0.0885,9.11,4.0,0.058,2.88
14005,28.5,327.0,71.0,1170.0,326.0,323.0,3.0,0.0823,8.83,3.0,0.0984,9.5
19402,27.7,327.0,98.0,1660.0,325.0,321.0,6.0,0.0939,9.54,3.0,0.158,12.5
9078,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0529,2.42,4.0,0.0178,0.61
18577,29.7,327.0,29.0,1470.0,325.0,324.0,3.0,0.0945,10.7,3.0,0.0341,2.02
18124,29.7,327.0,35.0,2090.0,326.0,321.0,3.0,0.086,11.7,3.0,0.0557,5.25
3467,28.5,327.0,81.0,-766.0,325.0,318.0,6.0,0.08,6.09,3.0,0.154,15.5
687,28.5,326.0,88.0,-1150.0,324.0,322.0,6.0,0.0752,12.6,4.0,0.094,7.2
7344,28.7,325.0,65.0,1150.0,322.0,317.0,20.0,0.0469,0.721,4.0,0.182,34.1
7148,27.7,324.0,101.0,1700.0,323.0,321.0,20.0,0.159,11.1,4.0,0.0513,5.28
643,28.5,326.0,2.0,-1390.0,324.0,321.0,6.0,0.0453,5.51,4.0,0.103,15.2
1343,28.5,325.0,60.0,927.0,323.0,322.0,20.0,0.108,28.3,4.0,0.115,20.4
3164,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0188,0.349,3.0,0.0156,2.12
12552,29.5,327.0,22.0,885.0,325.0,320.0,3.0,0.0442,5.5,3.0,0.0785,10.2
19458,27.7,326.0,2.0,-1680.0,325.0,318.0,6.0,0.092,13.0,3.0,0.0704,4.21
13342,28.5,327.0,75.0,1280.0,325.0,323.0,3.0,0.0658,10.2,3.0,0.0178,0.278
18303,28.7,327.0,2.0,181.0,325.0,318.0,3.0,0.102,10.5,3.0,0.127,11.1
11011,28.5,327.0,73.0,-875.0,325.0,323.0,3.0,0.0515,6.54,4.0,0.106,10.5
13515,27.5,326.0,96.0,-1130.0,325.0,318.0,3.0,0.104,10.7,3.0,0.0229,1.43
543,28.5,326.0,72.0,-1920.0,324.0,319.0,6.0,0.0891,8.9,4.0,0.123,13.5
17059,28.7,327.0,2.0,1800.0,326.0,319.0,3.0,0.0634,8.08,3.0,0.0926,6.5
19207,27.7,326.0,100.0,1710.0,325.0,322.0,6.0,0.0734,10.5,3.0,0.015,1.17
2507,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
19429,55.7,330.0,0.0,-927.0,328.0,329.0,50.0,0.0404,4.75,3.0,0.0282,0.506
2020,119.0,324.0,0.0,905.0,326.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
12546,29.5,327.0,2.0,853.0,325.0,321.0,3.0,0.0464,4.75,3.0,0.0994,13.0
1478,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
680,28.5,326.0,86.0,-1190.0,325.0,318.0,6.0,0.105,14.3,4.0,0.0312,1.82
24877,28.7,327.0,81.0,-1920.0,326.0,323.0,3.0,0.0704,8.21,2.5,0.0839,6.95
17475,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0475,3.43,3.0,0.0299,1.97
15558,28.7,327.0,55.0,1640.0,326.0,319.0,3.0,0.0648,7.11,4.0,0.0196,3.49
24480,27.7,327.0,119.0,1350.0,326.0,322.0,3.0,0.0501,2.33,2.5,0.105,10.3
19917,27.7,327.0,125.0,-1300.0,325.0,322.0,6.0,0.0511,3.61,3.0,0.0902,14.4
14501,29.7,327.0,19.0,-1540.0,326.0,320.0,3.0,0.0725,7.92,4.0,0.0272,0.964
16045,29.7,327.0,22.0,-1410.0,326.0,323.0,3.0,0.0443,5.46,4.0,0.105,11.9
17648,28.7,327.0,57.0,-480.0,325.0,319.0,3.0,0.0897,12.2,3.0,0.0901,9.91
5601,28.7,324.0,85.0,-1940.0,323.0,315.0,6.0,0.0947,7.37,4.0,0.103,13.9
4714,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.022,1.7,2.5,0.0138,0.689
70,29.5,326.0,19.0,-159.0,324.0,321.0,6.0,0.0809,13.4,4.0,0.0669,3.45
7816,38.7,323.0,2.0,-1320.0,322.0,316.0,50.0,0.0542,2.84,4.0,0.0251,0.911
10035,28.5,326.0,64.0,-1710.0,325.0,319.0,3.0,0.096,10.0,4.0,0.0999,7.19
23976,28.7,326.0,71.0,1350.0,325.0,319.0,3.0,0.0938,4.78,2.5,0.0223,0.901
11542,28.5,327.0,61.0,-2050.0,325.0,323.0,3.0,0.0593,4.35,4.0,0.129,11.1
22653,55.5,330.0,0.0,391.0,329.0,330.0,50.0,0.0653,5.22,2.5,0.0294,0.816
11034,27.5,327.0,110.0,-1980.0,326.0,317.0,3.0,0.0909,4.83,4.0,0.0618,7.86
4802,29.5,324.0,25.0,-1320.0,321.0,319.0,20.0,0.0335,2.7,3.0,0.163,31.5
24581,27.7,327.0,112.0,862.0,326.0,321.0,3.0,0.0882,5.01,2.5,0.0768,7.83
1347,28.5,325.0,60.0,948.0,324.0,322.0,20.0,0.132,32.8,4.0,0.0503,4.12
4440,119.0,328.0,0.0,339.0,327.0,328.0,50.0,0.0306,2.76,2.5,0.015,1.35
22671,28.5,327.0,57.0,2100.0,326.0,322.0,3.0,0.0901,8.92,2.5,0.109,10.9
18586,29.7,327.0,40.0,-1800.0,325.0,322.0,3.0,0.109,10.6,3.0,0.0849,7.73
23472,27.7,327.0,105.0,168.0,326.0,317.0,3.0,0.104,10.9,2.5,0.0983,5.19
2924,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0211,0.996,3.0,0.0145,3.38
17141,29.7,326.0,19.0,497.0,325.0,321.0,3.0,0.102,11.1,3.0,0.058,7.03
9969,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0256,0.828,4.0,0.0274,0.958
15309,27.7,327.0,123.0,-820.0,325.0,324.0,3.0,0.0554,9.29,4.0,0.0526,6.39
