,Z1_ActualPosition,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputCurrent,S1_ActualPosition
16239,29.7,326.0,0.0966,327.0,483.0
22037,55.7,329.0,0.022,330.0,-1720.0
15268,55.7,328.0,0.0501,330.0,42.0
23517,28.7,326.0,0.0979,327.0,-1370.0
2061,119.0,332.0,2.79e-19,329.0,-1160.0
101,29.5,324.0,0.0365,325.0,8.74
23356,109.0,326.0,0.123,329.0,455.0
22716,29.5,326.0,0.0841,327.0,404.0
24724,28.7,326.0,0.0417,327.0,-2140.0
4409,34.6,327.0,0.0306,328.0,333.0
890,27.5,325.0,0.119,326.0,-71.8
22693,27.5,326.0,0.0919,327.0,-1620.0
6311,28.7,324.0,0.11,325.0,1100.0
3481,28.5,325.0,0.155,326.0,-798.0
414,28.5,324.0,0.0997,326.0,1680.0
14826,29.7,325.0,0.0907,326.0,-254.0
19553,27.7,326.0,0.0803,327.0,1820.0
23244,29.7,325.0,0.0726,327.0,-756.0
21492,28.5,326.0,0.0481,327.0,-625.0
17005,28.7,326.0,0.0479,327.0,-2080.0
13439,28.5,325.0,0.062,327.0,1670.0
973,27.5,324.0,0.0648,326.0,371.0
11116,27.5,326.0,0.0972,327.0,1460.0
16252,28.7,325.0,0.0998,326.0,-654.0
11003,29.5,325.0,0.0874,327.0,-407.0
4414,59.6,326.0,0.0144,328.0,339.0
24963,33.9,326.0,0.022,327.0,-296.0
23241,29.7,325.0,0.106,327.0,-772.0
15012,28.7,325.0,0.0473,327.0,-1440.0
8795,55.7,326.0,0.059,327.0,-978.0
6659,119.0,326.0,0.0228,328.0,306.0
15515,28.7,325.0,0.0921,327.0,-404.0
24224,27.7,326.0,0.065,327.0,-445.0
6379,28.7,324.0,0.052,325.0,1240.0
18764,29.7,326.0,0.107,327.0,-1290.0
15384,29.7,326.0,0.0864,327.0,1020.0
4659,29.5,324.0,0.0692,326.0,136.0
5918,27.7,324.0,0.105,325.0,0.231
4371,119.0,328.0,0.0181,329.0,339.0
10658,27.5,326.0,0.112,327.0,-161.0
7453,27.7,323.0,0.0341,325.0,2090.0
21953,28.5,326.0,0.0666,327.0,-2110.0
25068,28.7,326.0,0.0839,327.0,200.0
2266,29.5,322.0,0.124,323.0,227.0
657,28.5,325.0,0.11,326.0,-1310.0
19219,119.0,329.0,0.0257,330.0,2150.0
24315,28.7,326.0,0.0735,327.0,1740.0
19490,29.7,326.0,0.109,327.0,-2070.0
12341,28.5,326.0,0.0683,327.0,-23.0
20419,119.0,329.0,2.78e-19,330.0,-273.0
19251,29.6,326.0,0.0227,327.0,1570.0
18385,119.0,328.0,0.0194,330.0,42.0
20002,53.7,325.0,0.0689,327.0,1450.0
9879,119.0,329.0,0.0212,330.0,-1960.0
22127,29.5,326.0,0.0653,327.0,-1020.0
21980,27.5,326.0,0.054,327.0,1710.0
9355,55.7,326.0,0.0593,327.0,-978.0
17756,27.7,326.0,0.0474,327.0,1520.0
21204,27.5,326.0,0.0561,328.0,1940.0
1934,28.5,324.0,0.0315,325.0,1070.0
1944,119.0,326.0,2.78e-19,324.0,905.0
21103,37.1,326.0,0.021,327.0,1070.0
3945,119.0,328.0,0.0181,329.0,339.0
15287,28.7,326.0,0.0615,327.0,594.0
17724,29.7,325.0,0.057,327.0,-1580.0
8610,55.7,326.0,0.0545,327.0,-978.0
4803,29.5,322.0,0.0306,324.0,-1320.0
8545,119.0,326.0,0.0179,327.0,383.0
7068,29.7,323.0,0.118,323.0,-882.0
3135,29.5,324.0,0.0622,326.0,929.0
16031,119.0,329.0,0.0263,330.0,-2060.0
21248,29.5,326.0,0.0429,327.0,52.4
21965,29.5,326.0,0.0465,327.0,47.0
1570,29.5,324.0,0.0383,326.0,681.0
18773,29.7,326.0,0.0686,327.0,571.0
11207,27.5,326.0,0.104,327.0,-1280.0
24535,27.7,326.0,0.0884,327.0,-728.0
5410,27.7,323.0,0.053,325.0,-961.0
15405,28.7,325.0,0.0741,327.0,-185.0
14957,27.7,326.0,0.0836,327.0,1080.0
569,28.5,324.0,0.101,326.0,-1780.0
24585,27.7,326.0,0.0697,327.0,883.0
24836,38.4,326.0,0.0249,328.0,-1060.0
584,28.5,324.0,0.0854,326.0,-1700.0
24831,53.7,326.0,0.0669,328.0,-1090.0
920,27.5,325.0,0.0989,326.0,88.6
15599,29.7,325.0,0.0985,327.0,-1890.0
9332,63.4,325.0,0.103,327.0,383.0
15987,28.7,326.0,0.0611,327.0,466.0
14702,27.7,326.0,0.0562,327.0,-1410.0
17428,29.7,326.0,0.0538,327.0,-1450.0
5533,28.7,323.0,0.0552,325.0,1770.0
16935,29.7,325.0,0.074,327.0,-1630.0
9909,119.0,329.0,0.0212,330.0,-1960.0
17981,55.7,329.0,0.0502,330.0,2150.0
3165,119.0,328.0,0.0198,329.0,339.0
14666,119.0,329.0,0.0171,330.0,-2060.0
2513,119.0,326.0,2.78e-19,325.0,905.0
7562,52.6,322.0,0.0364,323.0,1540.0
11508,28.5,326.0,0.098,327.0,517.0
17781,28.7,325.0,0.065,327.0,21.5
17388,27.7,326.0,0.0444,327.0,1480.0
22552,29.5,326.0,0.0466,327.0,-583.0
15956,27.7,325.0,0.0607,327.0,-1360.0
2234,119.0,327.0,2.78e-19,325.0,905.0
21277,28.5,326.0,0.0998,327.0,-1990.0
15365,119.0,329.0,0.032,330.0,-2060.0
5692,28.7,324.0,0.0714,325.0,981.0
15265,28.7,325.0,0.0688,327.0,44.3
18732,28.7,326.0,0.0535,327.0,694.0
3129,28.5,325.0,0.0642,327.0,-1060.0
2158,119.0,326.0,2.78e-19,325.0,905.0
212,29.5,324.0,0.0893,326.0,601.0
6460,28.7,323.0,0.0804,325.0,-2090.0
16857,118.0,326.0,0.154,328.0,42.0
1427,119.0,333.0,2.79e-19,328.0,-1160.0
81,29.5,324.0,0.0976,326.0,-100.0
7913,27.7,323.0,0.106,324.0,-48.9
13203,27.5,325.0,0.065,327.0,1480.0
21221,28.5,326.0,0.0868,327.0,-1260.0
13165,27.5,325.0,0.0699,327.0,1720.0
23304,28.7,326.0,0.0492,327.0,968.0
1471,119.0,326.0,2.78e-19,325.0,905.0
88,29.5,324.0,0.0995,325.0,-62.9
4787,29.5,321.0,0.121,321.0,-1510.0
18469,28.7,326.0,0.097,327.0,1290.0
24318,28.7,326.0,0.0771,327.0,1750.0
6440,27.7,323.0,0.109,325.0,-1320.0
19504,83.3,328.0,0.12,329.0,2150.0
22113,29.5,326.0,0.0708,327.0,1160.0
24365,28.7,326.0,0.0515,327.0,1950.0
4400,119.0,328.0,0.0175,329.0,-486.0
9539,93.7,325.0,0.117,327.0,383.0
6654,119.0,326.0,0.0215,328.0,306.0
7422,119.0,327.0,0.0257,328.0,306.0
51,29.5,324.0,0.0727,326.0,-260.0
1933,28.5,324.0,0.0317,325.0,1060.0
23351,27.7,326.0,0.0488,327.0,915.0
2088,119.0,326.0,2.78e-19,325.0,905.0
15575,28.7,325.0,0.0656,327.0,-953.0
9482,27.7,323.0,0.0595,324.0,-1200.0
3638,119.0,328.0,0.0177,330.0,339.0
2928,27.5,325.0,0.0884,326.0,515.0
15421,27.7,326.0,0.107,327.0,1790.0
19520,55.7,328.0,0.0397,330.0,-927.0
8875,55.7,326.0,0.0504,328.0,-978.0
25069,28.7,326.0,0.103,327.0,205.0
4462,29.5,324.0,0.288,325.0,45.1
2885,29.5,325.0,0.114,326.0,801.0
13333,27.5,325.0,0.0642,327.0,2000.0
11655,28.5,325.0,0.104,327.0,-485.0
7228,29.7,320.0,0.168,320.0,318.0
20502,119.0,329.0,2.78e-19,330.0,-273.0
552,28.5,325.0,0.11,326.0,-1880.0
14889,29.7,325.0,0.0665,326.0,29.5
19950,29.7,326.0,0.0898,327.0,-1410.0
15533,27.7,326.0,0.0429,327.0,1520.0
8386,27.7,323.0,0.121,324.0,-390.0
7275,119.0,326.0,0.0177,328.0,306.0
14564,28.7,325.0,0.0712,326.0,-1020.0
4053,55.5,328.0,0.0466,329.0,1550.0
21739,29.5,326.0,0.0943,327.0,-1150.0
23295,27.7,326.0,0.0932,327.0,563.0
2106,119.0,332.0,2.79e-19,328.0,-1160.0
23898,28.7,326.0,0.0708,327.0,-2070.0
5833,28.7,324.0,0.0687,325.0,1080.0
22117,27.5,326.0,0.0439,327.0,1960.0
16930,34.6,326.0,0.0323,328.0,-1420.0
8162,27.7,323.0,0.123,324.0,-22.3
16284,27.7,325.0,0.0721,327.0,-2030.0
6115,29.7,323.0,0.0742,324.0,-560.0
13374,29.5,325.0,0.0464,327.0,789.0
3014,29.5,324.0,0.066,326.0,892.0
500,28.5,324.0,0.0425,326.0,2140.0
18458,28.7,326.0,0.0787,327.0,-224.0
335,29.5,325.0,0.105,326.0,1260.0
3525,119.0,328.0,0.0259,329.0,339.0
13796,27.5,325.0,0.0515,327.0,-34.2
10373,29.5,325.0,0.0483,326.0,730.0
879,27.5,325.0,0.0993,326.0,-130.0
23887,31.5,326.0,0.0222,327.0,-941.0
19383,55.7,328.0,0.0449,329.0,-927.0
16971,27.7,326.0,0.0603,327.0,-52.7
13534,28.5,325.0,0.103,326.0,1870.0
677,28.5,325.0,0.088,326.0,-1210.0
2121,119.0,326.0,2.78e-19,325.0,905.0
14797,28.7,326.0,0.0723,327.0,370.0
789,27.5,324.0,0.0337,326.0,-611.0
296,29.5,324.0,0.0639,326.0,1050.0
12115,27.5,325.0,0.104,327.0,884.0
7378,55.7,326.0,0.0507,328.0,-2050.0
534,28.5,325.0,0.1,326.0,-1970.0
1601,119.0,327.0,2.78e-19,325.0,905.0
18642,28.7,326.0,0.103,327.0,-437.0
14085,29.5,326.0,0.0948,327.0,1770.0
22470,28.5,326.0,0.075,327.0,-96.9
164,29.5,324.0,0.0996,325.0,345.0
1667,119.0,332.0,2.79e-19,328.0,-1160.0
15306,27.7,325.0,0.0972,327.0,-836.0
4567,119.0,328.0,0.0239,329.0,339.0
17257,28.7,326.0,0.0447,327.0,112.0
3567,29.5,325.0,0.0805,326.0,817.0
14113,28.5,325.0,0.0512,327.0,-1970.0
15338,28.7,326.0,0.105,327.0,1890.0
5605,28.7,323.0,0.0935,324.0,-1920.0
5505,29.7,324.0,0.0837,325.0,587.0
7158,119.0,327.0,0.0263,328.0,306.0
6021,29.7,323.0,0.0999,325.0,347.0
21733,29.5,326.0,0.0657,327.0,-1190.0
22213,27.5,326.0,0.0696,328.0,282.0
19300,27.7,325.0,0.0694,326.0,-1610.0
15191,55.7,329.0,0.0487,330.0,42.0
8629,27.7,323.0,0.147,324.0,-1830.0
2808,119.0,328.0,0.0195,330.0,339.0
651,28.5,324.0,0.0493,326.0,-1350.0
6632,119.0,326.0,0.0335,328.0,306.0
8653,27.7,323.0,0.0812,324.0,-1370.0
21922,27.5,326.0,0.099,327.0,165.0
12106,38.2,326.0,0.0293,327.0,-703.0
7328,29.7,323.0,0.0486,325.0,403.0
656,28.5,324.0,0.0888,326.0,-1320.0
21308,29.5,326.0,0.0549,328.0,-737.0
14657,119.0,328.0,0.0183,330.0,-2060.0
184,29.5,324.0,0.0794,325.0,451.0
13671,29.5,325.0,0.0942,326.0,154.0
18442,28.7,326.0,0.1,328.0,1250.0
19869,34.6,324.0,0.037,326.0,-439.0
8271,28.7,323.0,0.127,324.0,-572.0
18256,28.7,325.0,0.0444,327.0,-2140.0
17994,28.7,326.0,0.0906,327.0,-2010.0
9450,55.7,326.0,0.0479,327.0,-978.0
10672,29.5,325.0,0.101,327.0,-11.7
1595,119.0,332.0,2.79e-19,328.0,-1160.0
9071,55.7,326.0,0.0516,327.0,-978.0
409,28.5,324.0,0.106,325.0,1650.0
21510,39.4,326.0,0.0208,327.0,1720.0
20508,49.4,326.0,0.135,328.0,-927.0
13756,29.5,326.0,0.0949,327.0,-1140.0
19444,119.0,329.0,0.0169,330.0,2150.0
6788,49.0,323.0,0.0508,324.0,-647.0
1494,119.0,332.0,2.79e-19,328.0,-1160.0
21133,27.5,326.0,0.0631,327.0,9.85
2058,27.5,325.0,0.13,326.0,1570.0
12681,29.5,326.0,0.11,327.0,-1010.0
9553,119.0,326.0,0.0309,327.0,383.0
276,29.5,325.0,0.0893,326.0,943.0
18703,55.7,329.0,0.0469,330.0,2150.0
1547,27.5,324.0,0.0445,326.0,1730.0
19572,29.7,326.0,0.0664,327.0,-876.0
18655,28.7,326.0,0.058,327.0,657.0
15070,29.7,326.0,0.0459,327.0,-1200.0
5319,27.7,324.0,0.0468,325.0,-1220.0
3032,27.5,325.0,0.0767,326.0,1080.0
13798,27.5,325.0,0.0516,327.0,-23.6
24317,28.7,326.0,0.0938,327.0,1750.0
10208,119.0,329.0,0.0246,330.0,-1960.0
10326,28.5,326.0,0.0501,327.0,549.0
15447,27.7,325.0,0.0902,327.0,-1250.0
18144,30.0,326.0,0.0216,327.0,-646.0
2427,119.0,332.0,2.79e-19,328.0,-1160.0
16283,27.7,325.0,0.104,327.0,-2030.0
4805,29.5,322.0,0.0304,324.0,-1310.0
3437,29.5,325.0,0.0409,326.0,1470.0
14812,28.7,325.0,0.0883,326.0,-799.0
8938,28.7,323.0,0.109,324.0,2020.0
14589,27.7,326.0,0.0759,327.0,-500.0
13540,28.5,325.0,0.0718,326.0,1900.0
12664,27.5,326.0,0.06,327.0,1250.0
23586,29.7,325.0,0.0712,327.0,-911.0
10199,28.5,326.0,0.0723,327.0,363.0
10888,28.5,325.0,0.065,327.0,-1480.0
24802,29.7,326.0,0.0918,327.0,1030.0
7926,29.7,323.0,0.11,324.0,-1720.0
19375,28.7,326.0,0.0402,327.0,1090.0
13672,29.5,325.0,0.0983,327.0,159.0
13718,28.5,325.0,0.0953,326.0,1810.0
15562,119.0,328.0,0.0219,330.0,-2060.0
12255,29.5,325.0,0.0654,327.0,-837.0
2991,119.0,328.0,0.0154,330.0,339.0
15373,28.7,325.0,0.0816,326.0,-1050.0
23215,28.7,325.0,0.0968,327.0,-1590.0
24174,29.7,326.0,0.053,327.0,972.0
16140,27.7,326.0,0.0847,327.0,-2020.0
4812,119.0,326.0,0.0179,327.0,-1510.0
9926,119.0,329.0,0.0212,330.0,-1960.0
6015,28.7,323.0,0.0803,324.0,1340.0
12456,29.5,326.0,0.0755,327.0,-1520.0
8799,55.7,326.0,0.0556,327.0,-978.0
19910,119.0,328.0,0.0264,330.0,2150.0
23270,29.7,325.0,0.05,327.0,-1160.0
7416,67.7,325.0,0.114,327.0,306.0
13313,28.5,325.0,0.0503,326.0,-2120.0
10341,27.5,326.0,0.109,327.0,-705.0
4121,28.5,325.0,0.0357,326.0,-1720.0
22138,28.5,326.0,0.0791,327.0,-1920.0
24184,61.8,327.0,0.119,329.0,455.0
18411,28.7,326.0,0.0989,327.0,-101.0
11629,28.5,325.0,0.0897,327.0,-731.0
23529,28.7,325.0,0.0591,327.0,-1840.0
18757,29.7,325.0,0.07,327.0,-1330.0
2599,28.5,324.0,0.114,325.0,1140.0
946,27.5,324.0,0.076,325.0,227.0
13968,55.5,328.0,0.0462,329.0,-2070.0
10089,28.5,325.0,0.0593,327.0,203.0
2033,27.5,325.0,0.103,325.0,2060.0
16304,27.7,326.0,0.0539,327.0,1290.0
8364,119.0,326.0,0.0214,328.0,-2050.0
16820,29.7,326.0,0.0705,327.0,-998.0
21162,28.5,326.0,0.0564,327.0,-1090.0
10021,29.5,325.0,0.0648,326.0,78.7
1530,55.5,328.0,0.0556,329.0,-2130.0
4825,119.0,326.0,0.0223,328.0,-1220.0
24993,55.7,329.0,0.0668,330.0,-1730.0
10144,28.5,326.0,0.0904,327.0,1940.0
11079,27.5,326.0,0.0763,327.0,1260.0
13885,27.5,325.0,0.0876,327.0,1380.0
19198,119.0,328.0,0.0221,330.0,2150.0
9936,119.0,329.0,0.0212,330.0,-1960.0
1358,28.5,324.0,0.156,325.0,1280.0
16978,28.7,326.0,0.0864,327.0,939.0
3055,29.5,325.0,0.0991,326.0,412.0
22387,34.0,326.0,0.0167,327.0,1810.0
9236,55.7,326.0,0.0532,327.0,-978.0
3664,119.0,328.0,0.0198,329.0,339.0
6459,28.7,323.0,0.11,325.0,-2090.0
11719,29.5,325.0,0.0761,327.0,-1740.0
14535,29.7,326.0,0.0893,327.0,-1800.0
6677,27.7,326.0,0.0282,327.0,271.0
8951,27.7,323.0,0.0985,324.0,-1130.0
18309,28.7,326.0,0.0904,327.0,213.0
12321,27.5,326.0,0.0843,327.0,-723.0
13959,28.5,325.0,0.0614,327.0,-359.0
13423,27.5,326.0,0.0591,327.0,334.0
21872,29.5,326.0,0.0456,327.0,-454.0
13416,27.5,326.0,0.0742,327.0,296.0
20527,119.0,329.0,2.78e-19,330.0,-273.0
2894,28.5,325.0,0.0875,326.0,-1880.0
10136,28.5,325.0,0.103,326.0,-1110.0
13960,28.5,326.0,0.0987,327.0,-354.0
24870,28.7,326.0,0.0978,327.0,-1960.0
17788,28.7,326.0,0.0658,327.0,58.8
7715,38.3,323.0,0.0351,325.0,-449.0
14878,29.7,325.0,0.0533,327.0,715.0
17967,29.7,326.0,0.101,327.0,-1960.0
2252,119.0,326.0,2.78e-19,325.0,905.0
15315,29.7,325.0,0.0858,326.0,-718.0
6469,27.7,323.0,0.0406,325.0,-896.0
18437,28.7,326.0,0.0735,328.0,1220.0
10937,27.5,326.0,0.0661,327.0,2060.0
17992,29.7,326.0,0.0699,327.0,475.0
10088,28.5,326.0,0.0615,327.0,197.0
10679,29.5,325.0,0.0846,327.0,25.6
289,29.5,324.0,0.0614,326.0,1010.0
8994,28.7,323.0,0.0793,324.0,1450.0
17433,28.7,326.0,0.0807,327.0,1870.0
11046,29.5,325.0,0.0888,326.0,468.0
21365,27.5,326.0,0.102,327.0,-945.0
1336,119.0,333.0,2.79e-19,329.0,-1160.0
15285,28.7,326.0,0.0792,327.0,583.0
15572,119.0,328.0,0.0219,330.0,-2060.0
19744,119.0,329.0,0.0191,330.0,2150.0
19327,27.7,325.0,0.0941,326.0,-1520.0
1439,29.5,324.0,0.0498,326.0,511.0
15385,29.7,326.0,0.0958,327.0,1020.0
23311,29.7,326.0,0.1,327.0,-2130.0
5593,119.0,326.0,0.0253,328.0,-978.0
18330,29.7,325.0,0.0493,327.0,1230.0
6665,27.7,324.0,0.132,325.0,100.0
23385,27.7,326.0,0.0765,327.0,-573.0
2537,119.0,332.0,2.79e-19,328.0,-1160.0
14038,28.5,325.0,0.0749,327.0,-1550.0
3997,119.0,328.0,0.0204,329.0,339.0
23559,36.6,326.0,0.023,327.0,-1030.0
11691,28.5,325.0,0.0858,326.0,-667.0
5651,29.7,323.0,0.0783,325.0,-870.0
2896,27.5,325.0,0.0678,326.0,782.0
17665,29.7,325.0,0.109,326.0,-1030.0
11157,28.5,325.0,0.0815,326.0,-315.0
24700,119.0,329.0,0.0198,330.0,455.0
5371,119.0,326.0,0.0228,327.0,-978.0
16036,27.7,325.0,0.0973,327.0,-457.0
16257,37.5,326.0,0.0232,327.0,722.0
16139,29.7,326.0,0.122,327.0,1220.0
20417,119.0,329.0,2.78e-19,330.0,-273.0
19522,55.7,329.0,0.0395,330.0,-927.0
7374,55.7,326.0,0.0536,328.0,-2050.0
23452,28.7,326.0,0.0999,327.0,632.0
14129,96.8,327.0,0.131,329.0,136.0
15344,28.7,326.0,0.0833,327.0,1920.0
10190,28.5,325.0,0.0643,327.0,-1030.0
23338,29.7,326.0,0.0854,327.0,1560.0
16095,55.7,328.0,0.074,330.0,42.0
3937,27.5,325.0,0.0439,327.0,349.0
15470,27.7,326.0,0.0779,327.0,1730.0
1333,29.5,324.0,0.116,325.0,740.0
2950,27.5,325.0,0.0837,327.0,1010.0
9488,27.7,323.0,0.129,324.0,-1170.0
11456,28.5,326.0,0.107,327.0,1750.0
5388,55.7,327.0,0.0573,328.0,231.0
1931,28.5,323.0,0.101,325.0,1050.0
17943,28.7,326.0,0.083,327.0,1960.0
24551,29.7,326.0,0.0464,327.0,-505.0
11010,28.5,325.0,0.0535,326.0,-880.0
2494,55.5,328.0,0.0298,329.0,-2130.0
8295,119.0,327.0,0.0216,328.0,-2050.0
861,27.5,325.0,0.0917,326.0,-226.0
10197,28.5,326.0,0.103,327.0,352.0
14762,29.7,325.0,0.062,326.0,-654.0
393,28.5,325.0,0.0958,326.0,1570.0
23583,27.7,326.0,0.108,327.0,-472.0
21282,29.5,325.0,0.112,327.0,1200.0
16158,29.7,325.0,0.0453,327.0,211.0
7856,27.7,323.0,0.0573,325.0,192.0
21941,55.5,329.0,0.0625,330.0,394.0
15971,27.7,325.0,0.108,327.0,-1280.0
14532,28.7,325.0,0.0744,327.0,2110.0
24946,28.7,326.0,0.0605,327.0,-1710.0
10124,29.5,326.0,0.088,327.0,-1200.0
2994,119.0,328.0,0.0179,329.0,339.0
16975,27.7,325.0,0.0634,327.0,-31.3
19398,27.7,326.0,0.0993,327.0,1640.0
22622,27.5,326.0,0.0682,327.0,-1040.0
14573,28.7,325.0,0.0635,327.0,-969.0
4035,28.5,325.0,0.04,326.0,-1190.0
11564,119.0,329.0,0.0236,330.0,-1960.0
21751,29.5,326.0,0.0944,327.0,1330.0
24431,27.7,326.0,0.0685,327.0,-856.0
6613,30.7,327.0,0.0257,328.0,-1220.0
14486,30.4,325.0,0.0205,326.0,-2060.0
23447,28.7,326.0,0.0615,327.0,605.0
4718,29.5,325.0,0.0625,326.0,-136.0
22531,29.5,326.0,0.0494,327.0,-428.0
19351,41.6,326.0,0.017,327.0,-385.0
4528,119.0,328.0,0.0187,329.0,339.0
4374,119.0,327.0,0.0237,328.0,339.0
18257,28.7,325.0,0.0487,327.0,-2140.0
20457,119.0,329.0,0.0281,330.0,-273.0
9303,38.6,324.0,0.0219,325.0,-1980.0
9059,55.7,326.0,0.055,327.0,-978.0
14897,53.7,324.0,0.177,325.0,674.0
10147,28.5,326.0,0.0954,327.0,1950.0
20615,29.7,325.0,0.0674,326.0,-896.0
12578,28.5,326.0,0.0885,327.0,480.0
9888,119.0,329.0,0.0212,330.0,-1960.0
22621,27.5,326.0,0.054,327.0,-1050.0
4527,119.0,328.0,0.0192,329.0,339.0
1625,119.0,332.0,2.79e-19,328.0,-1160.0
15440,55.7,329.0,0.0475,330.0,42.0
13281,29.5,326.0,0.101,327.0,1110.0
10352,29.5,326.0,0.0452,327.0,-1220.0
1640,119.0,333.0,2.79e-19,328.0,-1160.0
17472,55.7,328.0,0.0471,330.0,2150.0
4585,119.0,328.0,0.0185,329.0,-486.0
16007,29.7,326.0,0.11,327.0,-1510.0
13867,28.5,325.0,0.106,327.0,454.0
17155,29.7,326.0,0.0759,327.0,1870.0
8161,27.7,323.0,0.107,324.0,-80.9
19556,27.7,326.0,0.263,327.0,1840.0
22103,29.5,326.0,0.106,327.0,842.0
17775,29.7,325.0,0.0532,327.0,-1520.0
3507,119.0,328.0,0.0158,329.0,339.0
6111,29.7,323.0,0.0897,325.0,-582.0
24664,29.7,326.0,0.105,327.0,-1850.0
16195,28.7,326.0,0.109,327.0,-452.0
12400,28.5,326.0,0.0919,327.0,-65.7
12132,28.5,326.0,0.0749,327.0,-1600.0
5924,27.7,324.0,0.0759,325.0,32.2
16111,28.7,326.0,0.11,327.0,1790.0
4079,29.5,325.0,0.0779,327.0,1440.0
16198,28.7,325.0,0.0956,327.0,-436.0
11593,29.5,326.0,0.0762,327.0,-625.0
6830,28.7,324.0,0.116,325.0,-434.0
8084,119.0,326.0,0.0242,327.0,-2050.0
23973,28.7,326.0,0.0772,327.0,1330.0
18106,28.7,326.0,0.0765,327.0,1530.0
9305,36.2,323.0,0.0226,325.0,-1970.0
8169,27.7,323.0,0.115,324.0,15.1
6055,28.7,323.0,0.102,325.0,1390.0
16044,29.7,325.0,0.0611,327.0,-1420.0
15212,28.7,325.0,0.0888,327.0,-2130.0
7337,29.7,323.0,0.124,324.0,451.0
9866,119.0,329.0,0.0212,330.0,-1960.0
6076,28.7,324.0,0.0825,325.0,1180.0
2192,119.0,327.0,2.78e-19,325.0,905.0
17881,28.7,325.0,0.0543,327.0,-2020.0
8561,28.7,323.0,0.0893,324.0,1890.0
16959,27.7,326.0,0.0569,327.0,-138.0
4543,119.0,328.0,0.017,329.0,-486.0
24283,55.7,329.0,0.0688,330.0,-1740.0
624,28.5,324.0,0.0768,326.0,-1490.0
3919,28.5,325.0,0.118,326.0,-2080.0
6200,29.7,324.0,0.0622,325.0,-368.0
15032,28.7,326.0,0.0563,327.0,-1990.0
16250,28.7,325.0,0.0678,327.0,-665.0
3472,28.5,325.0,0.0684,326.0,-739.0
10585,29.5,325.0,0.0781,327.0,-476.0
17933,119.0,329.0,0.0277,330.0,42.0
6489,28.7,324.0,0.0714,325.0,960.0
2514,119.0,332.0,2.79e-19,328.0,-1160.0
2845,43.5,325.0,0.0244,326.0,2100.0
21896,28.5,325.0,0.0481,327.0,980.0
18081,28.7,326.0,0.08,327.0,481.0
9500,55.7,326.0,0.0513,327.0,-978.0
2145,119.0,332.0,2.79e-19,328.0,-1160.0
15326,29.7,325.0,0.0576,327.0,-846.0
20475,29.7,324.0,0.0349,326.0,-377.0
16829,27.7,326.0,0.0821,327.0,684.0
10318,27.5,326.0,0.114,327.0,-75.4
4005,119.0,328.0,0.0263,329.0,339.0
3155,28.5,325.0,0.0991,326.0,-1260.0
7595,29.7,323.0,0.0589,325.0,521.0
3461,55.5,328.0,0.06,329.0,1550.0
3520,29.5,325.0,0.0822,326.0,567.0
18668,27.7,326.0,0.0504,327.0,-655.0
9261,55.7,326.0,0.0381,327.0,-978.0
1476,119.0,332.0,2.79e-19,328.0,-1160.0
18232,29.7,325.0,0.0494,327.0,1250.0
9477,29.7,323.0,0.111,324.0,471.0
1440,29.5,325.0,0.139,326.0,516.0
2241,119.0,326.0,2.78e-19,325.0,905.0
17663,29.7,326.0,0.0971,327.0,-1050.0
1508,119.0,332.0,2.79e-19,328.0,-1160.0
23332,29.7,326.0,0.0658,327.0,769.0
3511,119.0,328.0,0.0265,329.0,339.0
3621,27.5,325.0,0.0475,326.0,1450.0
10562,27.5,325.0,0.105,327.0,-780.0
307,29.5,325.0,0.108,326.0,1110.0
7189,27.7,323.0,0.0407,324.0,1810.0
22482,28.5,325.0,0.0845,327.0,724.0
575,28.5,324.0,0.109,325.0,-1750.0
778,27.5,324.0,0.0761,326.0,-669.0
10363,27.5,326.0,0.0905,327.0,-262.0
13971,55.5,328.0,0.06,329.0,-2060.0
8898,28.7,323.0,0.0857,324.0,1970.0
18285,29.7,325.0,0.089,327.0,1740.0
21403,27.5,326.0,0.0804,327.0,1270.0
6699,108.0,326.0,0.11,328.0,-1220.0
22569,27.5,326.0,0.0475,327.0,-412.0
19828,27.7,325.0,0.106,327.0,-1890.0
12287,28.5,326.0,0.0723,327.0,1020.0
8658,29.7,323.0,0.0887,324.0,514.0
5685,29.7,323.0,0.0793,325.0,240.0
2549,119.0,326.0,2.78e-19,325.0,905.0
16352,29.7,326.0,0.0949,327.0,912.0
22512,55.7,329.0,0.0177,330.0,-1720.0
38,29.5,325.0,0.0915,326.0,-329.0
6305,29.7,324.0,0.0637,325.0,-294.0
18388,119.0,328.0,0.0184,330.0,42.0
21988,27.5,326.0,0.0871,327.0,-1520.0
2697,31.1,324.0,0.0459,325.0,777.0
7876,29.7,323.0,0.123,323.0,-1540.0
12585,28.5,325.0,0.0869,326.0,518.0
9877,119.0,329.0,0.0212,330.0,-1960.0
5552,27.7,323.0,0.0622,325.0,-144.0
8247,29.7,322.0,0.0394,324.0,-1680.0
23200,27.7,326.0,0.0847,327.0,-749.0
20410,119.0,326.0,0.191,327.0,-273.0
5383,28.7,324.0,0.0636,325.0,1500.0
195,29.5,324.0,0.082,326.0,510.0
827,27.5,325.0,0.0968,326.0,-408.0
14906,29.7,325.0,0.101,326.0,286.0
22089,27.5,326.0,0.0856,327.0,-1090.0
